customer_id,recency,frequency,monetary,weather_pct,cluster,segment
003536ce5e18f1d12b9bf76932f8a6b1,323,1,53.33,0.0,2,inactive casual buyer
0036875772a8eeb391b8cd7226283fdd,226,1,61.85,1.0,3,weather-triggered buyer
00380c010de38d578d02117f6d0b88e7,188,1,64.1,0.0,0,recent casual buyer
0039b3e41ac6615814a0b44a8992bff5,236,1,34.59,0.0,0,recent casual buyer
003a75d228dc67cb2918e40c2aacc4bf,320,1,79.28,1.0,3,weather-triggered buyer
003b595c764773e20e0949b6fba7b1dc,143,1,25.46,0.0,0,recent casual buyer
003bc8d06ebed9d146eb9f100d0a89ae,181,1,600.04,0.0,0,recent casual buyer
003bdf7fd8312f9d14a4b979f3747334,280,1,43.68,0.0,2,inactive casual buyer
003c7cadba4f182b9f22d7d5ea7a5003,138,1,128.25,0.0,0,recent casual buyer
003cb2c7ce25d8af8556fb456f903546,388,1,420.94,0.0,2,inactive casual buyer
003cbe6a43560a8b6fd2c07531257c2d,215,1,27.75,0.0,0,recent casual buyer
003e45472805afa1ee701d83284fa22b,450,1,30.6,0.0,2,inactive casual buyer
003eab528664e1bd677218ef4be086ac,519,1,77.1,0.0,2,inactive casual buyer
003ec17a1389fa302f3a0423dddd8650,233,1,17.77,1.0,3,weather-triggered buyer
0040a8417928d0d5abd5169cd7877181,69,1,219.49,0.0,0,recent casual buyer
0040b00970e2139e8c43b647c0da5305,586,1,41.93,1.0,3,weather-triggered buyer
00411811e3b661e746a6e1ce1f0878ab,485,1,367.2,0.0,2,inactive casual buyer
0041d7b768cb115092fa0f5d55638d06,178,1,81.32,0.0,0,recent casual buyer
0042d04ee8231b36dcb29aac213f5db4,512,1,33.47,0.0,2,inactive casual buyer
0043b0afd67fb3af74360d2893b9a530,293,1,115.45,0.0,2,inactive casual buyer
004440537b68545ca3c341d7279bc4c0,7,1,98.04,0.0,0,recent casual buyer
00447b6bd39c4a0f6366b05948f9e2e3,71,1,303.79,0.0,0,recent casual buyer
00459c4eb23e40414ca067d06fa303d4,120,1,87.94,0.0,0,recent casual buyer
0045ac1c0957bc92e109f71e4941fa49,66,1,152.47,0.0,0,recent casual buyer
00474d2582fd72663036795b7ab8cfc1,700,1,108.84,0.0,2,inactive casual buyer
004937d0f9d6ce15c2830c00c2f482e5,220,1,70.91,0.0,0,recent casual buyer
00498d14e21c58ed2feb5d5feb4cd706,235,1,106.87,0.0,0,recent casual buyer
0049e8442c2a3e4a8d1ff5a9549abd53,372,1,1250.81,0.0,1,high spender
004a2b3e8b026284407c620f4f01f686,139,1,163.78,0.0,0,recent casual buyer
004d41e9bf012c669db1a257888d85a2,417,1,307.24,0.0,2,inactive casual buyer
004df18653e9438571e9d294776a5c5c,92,1,50.29,0.0,0,recent casual buyer
004ee20df425002ed78553e1f50caa3e,126,1,32.69,0.0,0,recent casual buyer
004f39eb181d53fa796fe82ce7a0cbd5,116,1,98.97,0.0,0,recent casual buyer
005092c23e81812fbbe11fc6cf7e5316,394,1,44.0,0.0,2,inactive casual buyer
0050b4dd994efa94b2cd3210e4cecf32,420,1,164.38,0.0,2,inactive casual buyer
0051337a96842850e1ec728dd158f4b3,582,1,237.99,0.0,2,inactive casual buyer
005196c65bab2861e397cc85bc7664bf,230,1,1233.65,0.0,1,high spender
005460bea0518c7354f01adf10012184,146,1,74.41,0.0,0,recent casual buyer
0056a2580b5c68cfa6b43c6ef6adbc03,354,1,63.49,1.0,3,weather-triggered buyer
00573ea7a2ac9dff51ac3d177cd6eaea,213,1,38.01,0.0,0,recent casual buyer
0057f8b7c332d630b992d6a8ca79748c,201,1,123.69,0.0,0,recent casual buyer
0058153a752ee674162564afb1191d25,18,1,93.89,0.0,0,recent casual buyer
00581d55862aecc8cbc7d701a27bc285,159,1,287.54,1.0,3,weather-triggered buyer
0058ebe2dc136d918dd001968cfa5903,572,1,270.0,1.0,3,weather-triggered buyer
005b65c9a6485aa1b7ac382dd87b018f,480,1,39.89,1.0,3,weather-triggered buyer
005c36bfaa8710aaf61e4b1712ccd658,175,1,283.42,1.0,3,weather-triggered buyer
005c611fb96be942e75d22129c370268,568,1,54.55,0.0,2,inactive casual buyer
005e2fff255d3d69e6cfc8c4928d33a9,242,1,129.89,1.0,3,weather-triggered buyer
0061937e85c708a41f5d5b24405d0f50,71,1,194.04,0.0,0,recent casual buyer
00620f738107803e6c0f6818a7a3b7e3,95,1,141.74,0.0,0,recent casual buyer
00624707c8556199de70cac1593e7088,75,1,149.31,0.0,0,recent casual buyer
0062859a8f89e25c6b0e8dc905ccc59d,164,1,318.44,0.0,0,recent casual buyer
0063913c2f1878cc471de963dc0571c4,25,1,254.58,0.0,0,recent casual buyer
0063bdf3bf91260f76973a4af6f9199e,91,1,97.23,1.0,3,weather-triggered buyer
006431d77c665533ac99b501d8a6ab06,142,1,236.56,1.0,3,weather-triggered buyer
006496598c918064dc19eef95e5e47f8,194,1,76.65,0.0,0,recent casual buyer
00650b839d32a071b1025af8ca26dd13,45,1,367.11,0.0,0,recent casual buyer
00652f7a6e012d58f58fefd69d1a1ea4,143,1,86.8,0.0,0,recent casual buyer
0065c96aca557c0919dd5cdee546f8b1,96,1,124.02,0.0,0,recent casual buyer
00660e817a39486a37c26b071d0741f8,157,1,161.48,1.0,3,weather-triggered buyer
0066d0530824a5e8044c71af62dea8d5,286,1,34.09,0.0,2,inactive casual buyer
00674fe0f6a6f190bd022dbca99795dc,121,1,91.35,0.0,0,recent casual buyer
006866a6f9ef10d3a85292859c4deae1,36,1,41.01,0.0,0,recent casual buyer
0068b31b2dd799c334e7b6283333f84a,256,1,186.85,0.0,0,recent casual buyer
00694a1bf2da47e37b2bd3193eeae839,284,1,35.77,0.0,2,inactive casual buyer
0069f43bfc018147f03b7a0f64fa00bd,47,1,75.68,0.0,0,recent casual buyer
006a5d6b5f648f3811fd4fa94d93a67c,462,1,76.94,0.0,2,inactive casual buyer
006b5498d9494c061f8c2f80a6c2f343,86,1,128.27,1.0,3,weather-triggered buyer
006ba1709128094a7047a4fa349f9bc8,295,1,132.39,0.0,2,inactive casual buyer
006d300ffcb82917c9866dd5a507dbe6,565,1,471.05,0.0,2,inactive casual buyer
006d7cf1f4f5fb1c805d2d7cacc8049d,77,1,284.09,0.0,0,recent casual buyer
006e0e7aa73b77bfcc0c4b2a3f3ab0cc,451,1,70.35,0.0,2,inactive casual buyer
006e35001c6c8c65ad4b20a8925d2b9f,469,1,85.14,0.0,2,inactive casual buyer
006f0d8cda092921f2cd9159db212237,297,1,71.72,0.0,2,inactive casual buyer
00701ade29704fc9aa33a8766b082cb6,374,1,107.78,0.0,2,inactive casual buyer
0070e3e36dad141bed98c6dd5b3d1216,78,1,128.53,0.0,0,recent casual buyer
007182cdc3e8e2d3d4ce0b00b9004630,59,1,21.86,0.0,0,recent casual buyer
0072357d0a3394d268c6abb9e30aaafe,245,1,90.05,1.0,3,weather-triggered buyer
0074a15febc9459ab2f999ea0e22c8d6,280,1,425.24,0.0,2,inactive casual buyer
0075589b789b6bce7b058adab7e9a6f5,336,1,65.6,0.0,2,inactive casual buyer
007612fef51262f4762d32add5d128cc,248,1,102.87,1.0,3,weather-triggered buyer
00765aebd8e20a9a8aa8c28d0099a938,412,1,27.77,0.0,2,inactive casual buyer
007732425b3cfb147a3ca928ce907cc1,357,1,195.92,0.0,2,inactive casual buyer
00785e4d6fd1ab53e7de20c730c070f1,86,1,128.97,0.0,0,recent casual buyer
0078867a1043bd408c6134cf5ca1bbf5,76,1,94.74,0.0,0,recent casual buyer
00788705370da606e9f8390258b9e977,241,1,44.09,0.0,0,recent casual buyer
0078c6b33ae4a3f03de57a8ad36648e1,505,1,75.53,0.0,2,inactive casual buyer
00791d8bb3acb245dc0b865656e18fff,14,1,128.4,0.0,0,recent casual buyer
0079368290cd7f161d62e7df9377d8ce,540,1,57.42,0.0,2,inactive casual buyer
00796be07bfc87dad2e31ef15490a718,299,1,136.28,0.0,2,inactive casual buyer
007a444502902587d7aa72af38cbd1de,119,1,83.7,0.0,0,recent casual buyer
007a6cde976f335c04a22d7043dd23f0,322,1,99.7,0.0,2,inactive casual buyer
007b18ac9b8a627f259ea78aed981315,172,1,43.13,0.0,0,recent casual buyer
007b7f04a35e02745c23ea706492ca20,591,1,77.06,1.0,3,weather-triggered buyer
007c76c2ab6101f00798548775dfdbaf,241,1,281.26,0.0,0,recent casual buyer
007d1c8a4fe2a7d4233d5ad3ea74a29b,237,1,38.56,0.0,0,recent casual buyer
007da0ded5420c2ac9cdcdc758841cde,167,1,298.28,1.0,3,weather-triggered buyer
007dca6150a323ecb560d11f2a3615a2,185,1,65.0,1.0,3,weather-triggered buyer
007dd470bdcf9dc8ffcd44beb79dc18c,198,1,179.78,0.0,0,recent casual buyer
007e99fec9d53dfa4e5d8be9c2b36ca7,459,1,410.37,0.0,2,inactive casual buyer
0080e98d82eceee143dc006defe00687,313,1,72.66,1.0,3,weather-triggered buyer
00838729460c2110a0bd330a4bb9b332,164,1,55.13,0.0,0,recent casual buyer
008657b86f500495539ffa6d275351b7,331,1,76.08,0.0,2,inactive casual buyer
0086b541a59fa554e7953e2d3c285285,40,1,52.18,0.0,0,recent casual buyer
0088395699ea0fcd459bfbef084997db,520,1,28.42,0.0,2,inactive casual buyer
008871f261eb4390ca7a1ded607ea417,479,1,128.31,0.0,2,inactive casual buyer
008943f202ed451804dfc1c23248eeb0,38,1,116.79,0.0,0,recent casual buyer
0089c34393989276de67746531e0df21,322,1,27.33,0.0,2,inactive casual buyer
008d16b47540f172f75b765d5ea1eed0,211,1,150.87,0.0,0,recent casual buyer
008d7d751e72ae684c0d31bc988b36fb,159,1,157.77,0.0,0,recent casual buyer
008e75e0f20ba6d6cc41923596b83693,132,1,82.43,0.0,0,recent casual buyer
008f931f2de5414536a04cdd033bea60,264,1,450.24,0.0,2,inactive casual buyer
009043346db59e970bcad7e5a6e590ca,354,1,107.87,0.0,2,inactive casual buyer
0090571a7077aaa71825c98f660695df,541,1,189.81,0.0,2,inactive casual buyer
00914220fb44a373f667e19ed450e8df,32,1,95.65,0.0,0,recent casual buyer
0092770b2a1471643d88b60d6b804464,257,1,198.67,0.0,2,inactive casual buyer
0092ebfee8043dae610fab832e61acff,194,1,524.3,0.0,0,recent casual buyer
00931b6a1ae01ead1f98d4e1d1547106,269,1,103.36,0.0,2,inactive casual buyer
00931eabd5b24b4a2d97ec779d739631,468,1,65.09,0.0,2,inactive casual buyer
0093a68265f18be3adbbe054dc4c9295,406,1,25.97,0.0,2,inactive casual buyer
0093eadfb5536c158311672bdf418044,70,1,137.93,0.0,0,recent casual buyer
00949af96107ff1f55bc0f09e913686d,157,1,189.56,0.0,0,recent casual buyer
00951234ffc26898cb0f62b8c0e89f88,317,1,65.09,0.0,2,inactive casual buyer
0095298db7c70d082c2584d4eb496654,356,1,299.2,0.0,2,inactive casual buyer
00953228b409090c774d955f2ab881e5,12,1,118.35,0.0,0,recent casual buyer
009556b29007b7233895402fac956591,45,1,139.15,0.0,0,recent casual buyer
0095d34ddb16f0d0776fc9f2a341dfcd,234,1,257.3,0.0,0,recent casual buyer
0096dd625383caa8afe2c028018bf4ce,146,1,521.37,0.0,0,recent casual buyer
0097c5abeb126a90646370f4a1cf3d93,92,1,148.68,0.0,0,recent casual buyer
0098400373e087d3c231fb5d37834fde,530,1,119.39,0.0,2,inactive casual buyer
0098c4d01b3588b0b61ac012e5e4b228,396,1,168.2,0.0,2,inactive casual buyer
00993c1bdbff4f24ca6b8124b4cf5a1f,43,1,43.29,0.0,0,recent casual buyer
0099a73bb9e6010fad1106f3dbadfc1d,505,1,127.98,0.0,2,inactive casual buyer
0099bfdae84652b1df38e27c0fc216e3,225,1,165.8,0.0,0,recent casual buyer
009aac1d726cf431e9cff8be1f7d9ca5,126,1,152.4,1.0,3,weather-triggered buyer
009ac0aeacb7e5c368452976385b7903,354,1,590.37,0.0,2,inactive casual buyer
009bd844996868ab5166ade7dd9ab471,203,1,135.58,1.0,3,weather-triggered buyer
009c825b4f96c0c03731ac38b6e1c6ea,99,1,148.54,0.0,0,recent casual buyer
009c99241ad4ac86427982c474c18771,489,1,50.7,0.0,2,inactive casual buyer
009c9d2be03f80df9ef29fade7f998f3,143,1,288.76,1.0,3,weather-triggered buyer
009e30667771830117017cf8581b98a5,358,1,77.57,0.0,2,inactive casual buyer
00a02bdfd1741b999de5e2ccfdb8cfc8,204,1,48.68,0.0,0,recent casual buyer
00a16acd591b4bb112f2e94c7d2f9936,84,1,47.29,0.0,0,recent casual buyer
00a1edfeac0ce7adf9357b89c9659eb2,314,1,112.82,0.0,2,inactive casual buyer
00a2277d94755da60c916bab098b9b49,171,1,36.22,0.0,0,recent casual buyer
00a39528c677a55852f57235f988b837,165,1,229.79,0.0,0,recent casual buyer
00a40841820d0d2a51c5fc110eba37ed,167,1,61.32,0.0,0,recent casual buyer
00a49178247b91322bdca02625e81f7a,429,1,100.77,0.0,2,inactive casual buyer
00a572d0c25a9ea5e283ea2da267ba8d,155,1,164.7,1.0,3,weather-triggered buyer
00a5ee1a809dde5ccdb5b8c58531c343,219,1,74.43,0.0,0,recent casual buyer
00a7f6b5d305216d76ab1accbfe123b9,168,1,24.84,1.0,3,weather-triggered buyer
00a7f9b60493b4b11601b42e5f31eac9,93,1,58.35,0.0,0,recent casual buyer
00aa3aa0438ac8a9e8a9378171ccd055,22,1,34.35,0.0,0,recent casual buyer
00ab90b4fd9fa3d490ab687f992763d6,289,1,62.78,1.0,3,weather-triggered buyer
00abf30c1a93c7c8b509cb80a22e4dd8,49,1,188.39,0.0,0,recent casual buyer
00acc750f0c2bda99b95c4043ff1e662,120,1,99.9,0.0,0,recent casual buyer
00aee581138f207eb71f58811aae25d1,142,1,102.53,1.0,3,weather-triggered buyer
00af1761df71da362764c51bb96f5118,280,1,137.6,0.0,2,inactive casual buyer
00af928c0a307dfdb37122943a1e6902,83,1,284.73,1.0,3,weather-triggered buyer
00b16eaf1e6b6bd4eeb54f97fc31f172,40,1,430.67,0.0,0,recent casual buyer
00b196cc59531c4dbba23e94fff01d6c,312,1,114.65,0.0,2,inactive casual buyer
00b2b9682f5c2a1f7cf1312ce6a0ea9d,33,1,143.41,1.0,3,weather-triggered buyer
00b2fdba41164ba7de5052652fb86231,44,1,75.11,0.0,0,recent casual buyer
00b366712a38454d2e62c9d2509d0623,172,1,368.52,0.0,0,recent casual buyer
00b4054d851ec464f6fb745fab627439,108,1,411.33,0.0,0,recent casual buyer
00b4a445a17922526d9b64e567ac2865,422,1,143.71,0.0,2,inactive casual buyer
00b5072ef1192bc4d02e1d6264317bb0,285,1,366.27,0.0,2,inactive casual buyer
00b6731ea206414be73f8c73bec1951e,266,1,182.36,1.0,3,weather-triggered buyer
00b694184c8c2f2a565e4def5a00b8ee,411,1,124.33,0.0,2,inactive casual buyer
00b78d0d0484fc9f3e1138e1ab752db6,274,1,212.8,0.0,2,inactive casual buyer
00b7c3578d5231b0b60a62414118652b,496,1,190.62,0.0,2,inactive casual buyer
00b7c3aa68e7f0e83117105ee4964a49,52,1,68.43,0.0,0,recent casual buyer
00b7dcb6e32230f09195eb0e9aa1a94b,479,1,96.99,0.0,2,inactive casual buyer
00b96a156e6827442e5ec7c620a39d24,136,1,55.22,0.0,0,recent casual buyer
00b9f074bf913ebcb8e7b9d7f8398782,399,1,434.35,0.0,2,inactive casual buyer
00ba24d5e8869fd25950fd26c098ee20,112,1,162.28,0.0,0,recent casual buyer
00ba72dac5dae2776b5bfcf799a956b2,24,1,33.34,0.0,0,recent casual buyer
00ba767af52461bf567696d2a6d2909f,314,1,62.01,0.0,2,inactive casual buyer
00ba7e4052ff6531f4e8aa0b0054318b,485,1,116.22,0.0,2,inactive casual buyer
00bad631eaa8723983a6c7e2f910dfca,21,1,105.6,0.0,0,recent casual buyer
00bae1a0d3566c3af0c3c67fd2204935,194,1,57.6,0.0,0,recent casual buyer
00bb27539e10159490e73842a90b173e,404,1,31.58,0.0,2,inactive casual buyer
00bb2dd15521a8a428bb530b4cabb403,398,1,328.6,0.0,2,inactive casual buyer
00bd25230af840df218e6902df6ac894,218,1,36.01,0.0,0,recent casual buyer
00bd2f03a3aeb727b9c7bf7c2a1c094b,55,1,72.08,0.0,0,recent casual buyer
00be672c9d26099d6fd918cf76a4ef67,386,1,60.1,0.0,2,inactive casual buyer
00bf0246fe43d0dac8842035f21f8a76,225,1,162.06,0.0,0,recent casual buyer
00bf225ae2b2d6a141e31acf971c4a03,174,1,42.38,0.0,0,recent casual buyer
00bf77539bad79ed21c55cdea4375985,193,1,42.0,0.0,0,recent casual buyer
00c042af846ab3125854b4abc3bf25a6,351,1,257.92,0.0,2,inactive casual buyer
00c120d7afbe4803d4771a8f3696ec85,275,1,165.5,0.0,2,inactive casual buyer
00c1cef22f54b3d3935e1c145b0c6ec6,213,1,182.84,1.0,3,weather-triggered buyer
00c23397b535962f65c89900d6a9ab22,246,1,67.39,1.0,3,weather-triggered buyer
00c2781c163b9f057924ed8c45c724d4,218,1,558.92,1.0,3,weather-triggered buyer
00c32f58ea39ae8132d9b1a32b81b167,482,1,29.1,0.0,2,inactive casual buyer
00c36dc4ec485e2500e9a669d6ea63d6,348,1,218.16,0.0,2,inactive casual buyer
00c38945ab09a0f226419274da4675e4,241,1,78.9,0.0,0,recent casual buyer
00c3e2f6fe2448015cbd44f4b7814273,412,1,141.23,0.0,2,inactive casual buyer
00c5a25662a028f00093f247b945f959,384,1,79.1,0.0,2,inactive casual buyer
00c5b008c1465e327578fdacf185ccfa,85,1,84.66,0.0,0,recent casual buyer
00c634fb2feeb4e2767a916c2375c9b8,15,1,1318.06,0.0,1,high spender
00c6436d2afd5923cba3f19f9542b140,165,1,222.92,1.0,3,weather-triggered buyer
00c7c6f2aaf86b1a5a386b103b67b218,550,1,110.3,0.0,2,inactive casual buyer
00c7e84c0c77753093b456d787638eed,225,1,119.84,0.0,0,recent casual buyer
00c82b169fb6a103c5274dc731295a98,137,1,46.19,0.0,0,recent casual buyer
00c86cc609174f994caee1818b788e05,178,1,102.38,0.0,0,recent casual buyer
00c9ed767059efd304546d437c9d171d,223,1,153.09,1.0,3,weather-triggered buyer
00ca4dec2a491c4c1a9081a3c5a1e8b1,121,1,65.22,0.0,0,recent casual buyer
00ca6e4277e535d41bda84d371310be2,76,1,249.05,0.0,0,recent casual buyer
00ccce5462294b682e2a5b34bc37c3d5,238,1,133.49,0.0,0,recent casual buyer
00cd48b2051a1518d6d33ffd01dbfcb6,578,1,58.62,0.0,2,inactive casual buyer
00cd55d78c1db8aa5f78e95d363373e4,172,1,135.72,0.0,0,recent casual buyer
00cebf30eafc51ca426a54082d26ddf3,405,1,94.3,0.0,2,inactive casual buyer
00cef6d9683eaa39aaf401e3b02bdbca,384,1,222.24,0.0,2,inactive casual buyer
00cf7bb323cf933b841728576c4de744,138,1,181.82,0.0,0,recent casual buyer
00d1bd043022c327bc464ded6b731f4a,180,1,159.03,0.0,0,recent casual buyer
00d4a861a9e1ec05df44712a80bfd55d,579,1,169.01,1.0,3,weather-triggered buyer
00d59ed5b36bbeac2deb4e7256a39fb4,61,1,45.19,0.0,0,recent casual buyer
00d7e038b53f4b3ed3036d2d016e51c4,157,1,74.22,1.0,3,weather-triggered buyer
00d88dff8797c35f7db7739109ba8cb3,313,1,19.33,1.0,3,weather-triggered buyer
00d8b72b2807894a9e5c690179132819,300,1,422.16,0.0,2,inactive casual buyer
00d9314fb3f147133d0dae548abab307,179,1,76.86,1.0,3,weather-triggered buyer
00d97ddbc2cafa83bc2412d11da98d88,283,1,130.57,0.0,2,inactive casual buyer
00da48d824214ffba48ab43f5b1d29a0,128,1,436.14,0.0,0,recent casual buyer
00daf19c19d0fa15a86284fa7293b5ac,86,1,151.89,0.0,0,recent casual buyer
00de350c10e898eb927e6a5440a30191,491,1,86.73,0.0,2,inactive casual buyer
00e13fc0014cb95fde8d8eb1d3d84195,517,1,133.49,0.0,2,inactive casual buyer
00e144a7e8e11d93c3c4f12558735f03,268,1,116.36,0.0,2,inactive casual buyer
00e200fe66bc8553bd83681887d6176f,502,1,74.94,0.0,2,inactive casual buyer
00e20d0af2000bc5415d945981b3bd31,126,1,40.13,0.0,0,recent casual buyer
00e3fdbce18ef97f5b13e1cc27e9dc98,491,1,95.76,0.0,2,inactive casual buyer
00e4dd8d5ecaa00de8c6671679b58045,63,1,53.34,0.0,0,recent casual buyer
00e5b2926b61c618f32e26a8683d84c7,278,1,96.8,0.0,2,inactive casual buyer
00e6cc9509687bc594c4cbe302bd2115,565,1,80.14,1.0,3,weather-triggered buyer
00e6ef8a68edd7a3d2221bcf18656b7e,68,1,34.23,1.0,3,weather-triggered buyer
00e731383e6ee1e27962b8707c82d8cc,211,1,147.15,1.0,3,weather-triggered buyer
00e7c7983371f6e0c6ce890040d431db,217,1,201.08,1.0,3,weather-triggered buyer
00e7c822a5cd0647e9251fc711276ea7,303,1,173.82,1.0,3,weather-triggered buyer
00e8bdabd8d9dec7728bf9a885f7cff9,477,1,52.38,0.0,2,inactive casual buyer
00eb2bf26ade27447b6532561c6a402d,93,1,104.08,0.0,0,recent casual buyer
00ec3ab027d83e9b77d525b2e6b823e7,476,1,31.82,0.0,2,inactive casual buyer
00ed8dde25f27c50ed32e0c4f1f8e76e,111,1,149.45,1.0,3,weather-triggered buyer
